id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
849,2704,1,3,7,3,0,0,0,0,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,,,,,,,1,,,,2,,7,3,7,7,4,3,4,4,3,2,3,2,2,3,2,2,3,45,65,37,42,35,26,33,66,63,63,68,70,69,66,2,3,2,3,3,2,3,1,6,2,2,4,4,5,5,3,4,6,7,3,3,5,5,4,4,2,6,3,3,5,3,5,4,4,4,4,4,4,4,4,1,6,5,4,4,2,5,3,1,4,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,69,40
850,920,1,4,1,7,2,0,0,0,0,3,3,2,3,3,3,3,3,2,3,2,2,3,3,,,,,1,1,,,,,1,,,,,,,,,,2,2,1,1,1,3,2,4,4,40,40,47,60,50,30,50,70,70,50,50,50,50,50,3,4,4,2,3,4,4,4,6,6,4,6,6,4,5,6,1,2,3,7,3,3,5,2,4,4,4,3,5,4,5,6,6,4,6,6,6,6,6,3,5,6,6,5,2,2,6,5,6,,,,,,,,,,,,,,,,,,,3,1,1,1,3,1,2,3,1,1,1,29,9
851,669,1,4,2,9,0,0,0,0,2,4,2,3,3,3,3,3,3,1,3,88,1,2,3,,,,,,,,1,,,4,,,8,7,7,2,8,7,,5,5,2,1,5,5,2,2,4,7,22,62,13,30,0,,,,,,,,,2,5,4,4,4,5,4,1,6,4,4,4,4,4,4,4,4,2,4,5,4,4,5,3,4,4,4,2,4,4,1,5,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,1,4,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,1,57,40
852,333,1,2,5,7,0,0,0,0,0,3,99,3,3,3,3,3,3,99,3,88,88,88,3,,,,,,,,1,,,12,,,,,,,,,,1,2,2,2,3,2,4,4,4,,,,,,,,,,,,,,,2,2,88,99,99,88,99,3,6,99,4,99,99,99,99,99,99,2,,,,,,88,88,88,88,88,4,88,88,6,88,4,88,88,88,88,88,88,88,5,88,88,5,2,88,3,4,,,,,,,,,,,,,,,,,,,6,6,6,6,5,6,6,6,1,1,1,25,28
853,1668,1,2,2,5,0,0,0,0,2,2,1,2,88,1,3,1,3,2,1,88,3,3,3,,,,,,,1,,,,3,,,,5,,,,,,4,4,1,1,4,4,1,1,4,20,19,20,20,20,50,0,50,50,20,20,,,,1,2,2,2,2,2,2,2,5,2,2,6,6,6,6,6,6,5,4,5,4,4,4,1,3,1,1,1,1,1,1,6,3,1,5,5,5,5,5,5,6,6,5,5,6,6,5,1,6,,,,,,,,,,2,2,2,2,2,1,4,4,4,,,,,,,,,,1,1,70,9
854,1423,1,3,8,3,0,0,0,0,2,3,3,2,2,2,3,3,2,2,3,2,3,3,3,1,,,,,,,,,1,88,,,,,,,,,,2,3,2,3,3,3,4,2,4,61,30,29,74,27,38,25,,,,,,,,2,3,2,4,3,4,3,2,5,3,6,4,5,3,5,6,3,2,,,,,,3,2,2,2,3,2,2,3,5,4,1,4,6,1,3,4,4,4,6,5,4,6,6,6,4,5,1,2,1,2,2,4,2,1,3,,,,,,,,,,,,,,,,,,,1,2,75,27
855,1061,1,4,7,5,0,0,0,0,3,4,1,3,2,1,3,1,1,1,3,3,3,3,3,,,,,,,,1,,,1,,7,8,,,,,,,5,5,2,2,3,2,5,3,4,75,,,70,,,,,,,70,,,,4,4,3,1,2,4,4,1,6,4,4,3,3,1,1,3,1,2,6,5,6,5,5,4,4,3,1,3,3,4,1,6,4,4,1,1,1,1,4,1,5,5,5,6,5,5,5,6,4,5,4,2,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,1,1,70,44
856,314,1,3,1,11,1,0,0,0,0,3,3,3,3,3,3,2,3,2,3,88,2,3,3,,,,,,,,1,,,12,,5,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,3,3,3,2,3,5,4,3,6,5,5,3,4,4,4,4,4,5,,,,,,3,2,3,3,2,5,3,3,2,3,4,4,4,3,3,3,2,88,4,6,5,5,5,4,5,4,,,,,,,,,,3,4,3,4,3,3,3,2,3,,,,,,,,,,1,2,25,23
857,337,1,4,1,99,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,5,5,1,1,88,4,88,4,4,0,,0,,,,,0,,,,,,,2,1,1,1,1,1,1,1,1,4,3,4,6,5,6,6,5,2,1,3,1,1,1,3,4,5,3,3,6,4,6,5,4,3,6,6,5,6,5,6,3,3,1,1,2,1,4,1,6,6,1,2,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,1,2,25,24
858,365,1,4,10,1,0,0,0,0,0,1,3,1,3,3,2,3,3,3,3,3,3,3,3,,,,,,,,1,,,10,,0,8,3,1,4,7,7,3,1,2,1,1,5,2,1,2,4,,,,,,,,,,,,,,,1,2,1,3,2,1,2,1,2,2,1,88,2,4,1,4,2,2,,,,,,1,3,1,2,2,2,1,88,3,3,2,6,3,5,2,3,4,2,5,3,1,4,1,1,1,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,1,1,25,4
859,1357,1,4,8,10,0,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,4,9,4,6,2,9,6,6,4,1,1,1,2,1,1,2,4,42,60,0,50,45,15,44,,53,70,46,29,47,54,3,3,3,3,3,3,3,2,5,4,4,3,3,4,5,6,4,2,3,,5,5,5,2,2,1,1,1,2,1,1,3,3,2,2,2,2,2,6,2,4,3,6,2,99,3,5,99,5,,,,,,,,,,2,2,2,2,1,4,3,1,1,,,,,,,,,,1,2,73,14
860,524,1,4,1,4,0,0,0,0,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,,,,,,,,,1,3,,,,,,,,,,1,1,1,1,1,1,2,1,4,,,,,,,,,,,,,,,4,4,3,4,4,4,4,3,6,4,4,6,6,6,6,6,6,2,,,,,,3,1,3,1,4,4,1,1,6,4,4,6,6,6,6,6,6,6,6,1,1,6,3,6,1,6,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,23,21
861,12870,1,5,2,5,0,0,0,0,2,1,3,1,1,3,3,3,3,1,1,1,1,1,3,1,,,,,,,,,1,1,,5,8,3,8,0,7,7,3,4,4,4,5,4,4,1,1,4,64,40,40,63,40,37,10,59,66,75,60,59,64,59,5,4,4,4,3,4,4,4,6,5,4,5,5,5,2,4,5,2,5,6,5,5,5,4,4,4,4,3,4,5,3,6,5,3,4,4,4,3,4,4,6,6,6,5,6,5,6,6,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,62,43
862,650,1,4,1,99,0,0,0,0,1,3,1,1,2,3,3,1,2,1,1,88,2,88,3,1,,,,1,,,,,88,5,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,1,58,27
863,6032,1,4,1,4,0,0,0,0,0,1,3,3,3,3,3,3,3,1,3,3,1,1,3,1,,,,,1,,,,1,2,,3,7,3,3,4,5,3,,2,2,2,2,3,3,4,4,4,40,70,60,60,70,50,,60,50,50,30,60,60,,3,3,3,3,3,4,4,4,4,4,5,4,4,5,5,4,3,2,3,3,4,3,3,2,2,88,3,2,4,2,4,4,4,4,4,4,4,4,4,2,3,4,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,2,29,40
864,843,1,4,1,8,2,1,0,0,0,3,2,2,2,3,2,3,2,3,3,2,3,2,2,1,,,,,,,,,1,5,,5,5,2,2,7,6,7,6,2,1,1,2,2,3,2,3,3,68,68,33,30,70,65,69,25,73,67,69,75,68,67,5,4,6,3,5,3,4,3,3,4,2,2,4,3,2,3,2,3,3,3,3,3,4,4,5,4,3,5,5,6,3,2,2,5,5,3,3,4,3,5,3,4,3,2,3,4,4,5,2,4,3,2,1,3,2,2,1,1,,,,,,,,,,,,,,,,,,,1,1,43,24
865,1996,1,3,8,3,0,0,0,0,2,3,3,3,2,3,3,3,2,3,3,2,3,2,3,,,,,,,,1,,,12,,2,10,4,9,1,8,,,2,1,1,1,4,88,2,2,4,0,68,100,20,78,0,,88,,71,0,69,69,70,1,3,4,88,3,4,4,2,5,5,4,5,6,5,6,6,4,2,2,6,2,3,3,2,3,3,4,4,3,3,2,5,4,3,5,5,5,5,5,4,5,5,6,4,4,5,5,3,4,,,,,,,,,,,,,,,,,,,4,2,2,1,1,5,1,1,2,1,2,65,33
866,892,1,2,8,4,0,0,0,0,2,3,3,3,88,3,3,3,3,3,3,3,3,3,3,,,,,,1,,,,,4,,3,10,5,5,3,3,5,5,1,2,1,1,1,1,3,4,4,10,50,64,50,50,50,50,50,50,50,31,68,50,50,2,3,5,4,5,4,88,88,5,5,88,88,6,88,88,6,88,2,4,4,4,4,4,1,1,4,4,88,88,4,88,4,4,88,4,4,88,4,4,88,4,4,4,88,4,88,4,4,88,5,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,73,11
867,3005,1,4,1,8,2,0,0,0,0,3,3,3,3,3,3,3,3,2,3,1,2,3,3,,,,,,,1,,,,88,,,,,,,,,,1,3,3,1,5,5,5,5,4,,,,,,,,74,79,75,59,20,63,,2,3,4,3,4,4,2,2,5,5,5,1,1,1,3,3,1,2,4,4,2,4,2,1,3,4,2,4,4,88,2,6,4,4,88,88,88,88,88,88,3,4,4,3,2,1,4,1,4,2,4,2,3,2,2,4,3,5,,,,,,,,,,,,,,,,,,,1,2,37,33
868,1110,1,3,1,8,1,1,0,0,0,3,2,2,2,3,3,3,3,2,3,1,3,2,3,1,,,,,1,,,,1,1,,5,5,,,,,,,2,2,88,88,2,88,4,4,4,50,40,,,,,,50,,50,,,,,88,88,88,88,88,5,5,4,6,5,4,5,5,5,6,6,88,2,6,6,5,5,5,88,88,88,88,4,88,88,88,6,6,4,4,5,88,5,5,88,6,6,6,4,5,88,88,4,3,4,1,1,1,1,6,3,3,2,,,,,,,,,,,,,,,,,,,1,2,41,4
869,1481,1,5,10,3,0,0,0,0,2,2,3,3,1,2,3,3,2,2,3,2,2,2,3,,,,,,,,1,,,4,,3,8,4,7,2,7,7,8,3,2,2,1,3,2,3,3,4,24,50,61,32,33,26,23,61,39,61,32,68,56,65,3,2,3,4,4,4,3,3,5,3,3,4,4,4,4,4,4,2,4,5,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,2,3,3,4,2,3,3,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,1,1,70,34
870,794,1,4,1,4,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1,1,2,3,,,,,,,,1,,,88,,,,,,,,,,1,2,2,2,1,3,5,4,4,60,55,55,57,55,18,50,59,61,67,56,58,61,57,4,4,5,4,4,4,4,4,6,4,5,4,4,4,4,4,4,2,3,4,3,3,3,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,1,2,30,13
871,1774,1,4,10,8,0,0,0,0,2,1,3,3,1,3,2,3,2,3,2,3,3,3,3,1,,,,,,,,,1,2,,4,9,4,8,3,9,8,,4,5,3,4,5,5,3,2,4,12,80,40,17,10,4,5,65,30,40,3,85,57,16,3,3,4,3,3,5,88,2,5,5,4,4,4,4,4,4,4,2,6,6,6,6,6,88,88,88,88,88,88,3,88,5,88,88,4,4,4,4,4,4,4,5,4,88,5,88,88,4,5,1,2,1,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,1,1,68,14
872,653,1,4,8,7,0,0,1,0,0,1,3,3,3,3,3,2,3,2,3,1,1,1,3,,,,,,,,1,,,5,,5,9,0,6,0,6,6,2,4,3,1,1,4,5,2,2,4,40,30,32,67,64,46,,70,50,55,45,56,68,45,4,4,4,4,4,3,4,3,4,4,4,3,5,5,6,6,4,2,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,4,3,5,4,6,6,4,4,6,4,4,4,3,4,3,4,,,,,,,,,,3,1,2,1,2,3,4,3,2,,,,,,,,,,1,2,51,27
873,405,1,3,1,99,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,10,8,0,7,0,4,2,5,3,3,3,3,3,3,3,3,3,100,100,100,51,50,66,50,0,,,,,,100,3,4,5,4,4,88,5,4,4,5,6,4,4,4,4,5,4,2,7,7,7,7,7,3,4,5,4,4,4,4,4,4,5,6,4,4,4,4,4,4,5,5,6,5,4,4,5,5,5,,,,,,,,,,,,,,,,,,,4,2,2,1,1,3,1,1,2,1,1,46,16
874,722,1,4,2,5,2,0,0,0,0,3,3,2,3,3,3,3,3,2,3,3,3,3,3,,,,,,,1,,,,3,,5,9,,2,,4,,,4,5,3,4,4,4,3,5,4,,,,,,,,,,,,,,,5,4,2,2,4,5,4,1,4,1,3,5,5,4,1,1,1,2,1,5,5,2,1,4,3,1,1,2,5,88,1,2,5,2,6,6,5,6,5,5,4,3,1,1,4,1,3,1,5,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,28,27
875,1045,1,2,10,8,0,0,0,0,3,1,3,3,1,3,3,3,2,1,1,3,3,2,3,,,,1,,1,1,,,,2,,3,9,3,4,1,7,4,,3,2,2,1,5,2,2,4,4,18,90,74,60,60,9,,61,,72,25,61,,,2,4,5,4,4,5,5,4,6,6,88,5,5,5,5,5,5,2,6,7,7,6,7,2,4,5,5,4,88,4,4,6,6,88,5,5,5,5,5,5,5,4,5,4,5,5,5,88,88,,,,,,,,,,2,3,2,2,2,2,2,2,2,,,,,,,,,,1,2,74,13
876,1586,1,4,6,2,0,0,0,0,0,3,3,2,3,3,3,3,3,1,2,88,1,1,3,,,,1,,,,,,,12,,,,,,,,,,2,1,3,4,1,4,4,2,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,4,,88,88,88,88,4,2,5,5,4,5,5,5,5,5,5,2,,6,,,,88,4,88,3,3,4,3,2,5,6,4,88,88,88,88,88,88,88,6,88,1,88,1,1,88,1,,,,,,,,,,,,,,,,,,,2,3,2,2,4,3,4,3,1,1,2,51,11
877,580,1,3,8,7,0,0,0,0,0,3,3,3,1,3,3,3,2,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,2,4,3,4,2,3,2,4,,,,,,,,,,,,,,,3,3,3,3,3,3,4,3,5,5,3,4,5,5,4,4,4,2,,,,,,3,4,3,4,3,3,4,4,6,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,63,23
878,684,1,3,1,11,0,0,1,0,1,1,3,3,3,3,3,3,3,2,3,2,88,3,3,,,,,,,,,1,,12,,,,,,,,,,5,3,2,5,3,3,5,5,4,,,,,,,,,,,,,,,4,4,4,4,4,3,3,3,4,4,4,88,88,88,88,88,88,2,,,,,,4,4,3,3,4,3,4,3,4,3,4,88,88,88,88,88,88,5,5,5,5,5,3,5,4,2,,,,,,,,,,,,,,,,,,,7,6,6,6,6,6,6,6,6,1,1,54,14
879,955,1,3,1,10,0,0,0,0,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,7,4,4,7,6,5,4,2,3,1,2,2,2,1,3,4,50,51,41,67,56,40,45,54,56,42,46,57,56,56,3,4,5,3,3,3,3,3,4,4,3,3,4,3,4,4,3,2,3,3,5,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,3,3,4,3,3,4,5,3,4,3,4,3,4,,,,,,,,,,4,4,5,3,4,4,3,3,3,,,,,,,,,,1,1,57,11
880,878,1,99,10,99,0,0,0,0,1,2,2,2,3,3,3,3,2,3,3,3,3,3,3,,,,,,,,1,,,1,,,5,,,,,,,2,2,2,3,3,4,4,1,4,62,,,,,,,,,,,,,,88,88,88,88,88,88,2,88,88,88,88,5,5,88,88,5,88,2,2,3,2,4,4,88,88,88,88,88,88,2,88,5,88,88,3,3,3,3,4,3,5,6,4,6,4,4,5,6,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,1,2,63,5
881,650,1,2,7,99,0,0,0,0,0,3,2,88,3,3,3,3,2,3,1,3,3,3,3,1,,,,,,,,,1,99,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,99,99,99,99,99,99,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,1,1,51,21
882,779,1,2,7,99,0,0,0,0,2,3,3,3,3,3,3,3,1,3,3,3,2,3,3,,,,,,,,1,,,1,,,,,,,,,,3,4,2,2,3,3,1,2,4,,,,,,,,,49,,,,,,2,2,2,1,3,4,3,3,5,5,3,88,88,88,88,88,88,2,,,3,,3,2,2,3,1,2,2,2,2,5,4,3,88,88,88,88,88,88,5,5,5,5,5,5,5,88,6,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,1,59,11
883,1211,1,2,3,4,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,2,2,2,3,3,4,3,4,,,,,,,,,,,,,,,3,1,4,1,4,1,1,4,5,4,3,88,88,88,6,88,88,2,3,4,6,4,3,88,88,88,88,88,88,88,88,88,5,88,88,88,88,88,88,88,4,6,5,3,6,4,4,2,2,,,,,,,,,,,,,,,,,,,3,3,1,1,1,1,1,2,3,1,2,51,2
884,1036,1,5,2,7,2,0,0,0,0,3,1,2,2,3,3,2,3,3,3,3,2,2,3,,,,,,,,1,,,1,,3,5,7,2,8,5,6,3,3,4,1,1,4,4,1,3,4,50,72,66,50,69,83,68,50,62,45,74,33,46,57,3,4,4,4,5,5,4,2,5,4,4,3,4,3,4,4,3,2,5,6,5,5,5,3,4,3,4,5,5,4,2,5,5,4,3,4,3,3,3,3,5,5,4,5,4,3,4,3,3,,,,,,,,,,,,,,,,,,,2,3,2,2,3,3,2,1,2,1,1,32,28
885,1007,1,3,6,8,0,0,0,0,1,4,3,3,3,3,3,3,2,3,3,3,3,3,3,1,,,,,,,,,1,1,,,,,,,,,,2,2,1,1,1,88,4,4,4,29,29,7,25,37,15,30,39,67,68,37,30,35,28,1,4,4,3,4,4,3,3,6,4,4,4,4,88,4,88,88,88,3,5,2,5,3,2,5,5,4,4,3,3,4,6,4,4,3,4,3,3,3,3,6,5,6,5,6,5,5,3,3,,,,,,,,,,,,,,,,,,,5,5,5,5,2,5,4,2,2,1,2,49,3
886,794,1,5,1,11,0,1,0,0,0,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,12,,,,,,,,,,5,2,1,2,4,4,5,5,4,57,59,0,56,56,16,38,0,59,58,,,,,3,3,5,4,2,4,1,3,4,5,5,2,4,2,2,4,1,2,2,2,2,2,2,3,3,3,3,3,3,1,1,3,5,3,4,4,3,4,4,2,2,4,4,3,6,4,4,4,6,,,,,,,,,,1,2,2,2,1,4,1,1,5,,,,,,,,,,1,2,49,14
887,1226,1,4,10,3,0,0,0,0,3,3,3,1,1,2,3,1,3,1,3,3,3,3,3,,,,,,,1,,,,7,,,,,,,,,,3,3,1,1,4,3,3,3,4,45,75,70,40,45,41,40,,,,,,,,2,3,3,3,5,5,88,2,6,5,88,4,4,4,4,4,3,2,5,5,5,5,5,2,2,2,2,2,2,2,2,5,2,2,3,3,3,3,3,3,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,1,73,1
888,509,1,4,9,10,0,0,0,0,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,1,,,5,,7,7,7,7,4,4,4,4,2,2,4,4,3,88,4,5,4,70,70,40,75,40,40,40,80,90,85,70,50,50,40,4,4,5,4,88,4,4,2,6,5,4,4,5,4,4,5,3,2,3,5,3,3,2,3,3,4,3,3,3,3,2,6,4,4,4,6,3,4,6,4,4,5,5,4,5,3,4,4,2,1,2,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,1,2,20,27
889,936,1,4,6,4,0,0,0,0,2,1,3,3,2,3,3,3,2,1,3,2,1,3,3,,,,,,,1,,,,2,,6,10,2,3,1,9,4,5,2,1,2,2,3,5,3,2,4,42,65,49,55,56,0,53,85,44,69,45,69,59,67,4,4,4,4,4,4,4,3,5,4,4,6,6,6,5,6,4,2,5,5,5,5,5,5,5,5,5,5,5,5,3,6,4,4,4,4,4,4,4,4,4,6,5,4,6,3,3,4,3,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,2,2,1,1,2,67,11
890,1706,1,2,1,5,0,0,0,0,2,3,3,3,3,1,3,2,3,3,3,2,3,3,3,,,,,,,,1,,,4,,3,8,4,8,2,7,7,7,3,3,2,2,3,2,2,2,4,51,74,61,30,43,32,18,,,,,,,,5,5,4,4,5,5,4,4,6,4,4,4,6,4,5,6,4,2,,,,,,5,5,4,5,5,4,4,4,6,5,4,3,4,2,3,4,3,5,6,6,4,5,4,4,4,3,,,,,,,,,,3,2,1,1,1,2,1,2,1,,,,,,,,,,1,1,60,13
891,819,1,2,6,8,0,0,0,0,1,3,3,2,1,3,2,3,1,3,3,3,3,3,2,,,,,,1,1,,,,12,,,,,,,,,,4,2,1,1,5,2,1,1,4,58,35,0,72,30,0,17,87,54,93,,,55,,3,3,2,4,3,3,3,1,6,4,2,5,6,4,4,6,4,2,4,6,4,4,3,3,3,1,5,2,3,2,1,5,3,1,6,6,4,4,6,4,6,6,6,6,6,1,6,6,4,,,,,,,,,,,,,,,,,,,5,5,3,4,3,4,3,4,5,1,2,50,23
892,524,1,4,1,6,1,0,0,0,0,3,1,1,1,3,1,3,3,1,3,3,1,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,2,1,2,1,4,,,,,,,,,,,,,,,3,4,4,4,3,5,4,6,6,5,5,4,4,4,3,4,3,2,,,,,,4,3,3,3,2,4,4,6,6,5,5,4,5,5,5,5,5,5,6,6,5,5,5,5,4,3,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,1,1,39,11
893,805,1,4,7,99,0,0,0,0,1,3,1,1,1,3,1,3,1,1,2,88,3,2,3,1,1,,,,,,,,1,12,,5,,,3,3,10,6,,4,1,2,1,4,4,2,2,4,20,40,40,50,50,10,,50,50,60,50,60,60,55,3,3,4,3,3,3,3,3,5,4,88,5,5,3,5,5,4,2,5,5,5,5,5,3,3,4,3,3,4,3,3,5,3,3,5,5,5,5,5,5,5,5,4,3,4,4,4,2,3,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,1,1,71,10
894,744,1,2,2,8,0,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,12,,,10,10,0,0,10,0,0,1,5,1,1,1,1,1,1,4,0,,100,,,,0,0,0,0,0,0,0,0,1,6,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,2,7,1,7,7,7,1,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,6,6,6,6,1,1,6,6,6,,,,,,,,,,,,,,,,,,,5,5,1,1,1,1,1,1,1,1,1,57,14
895,893,1,4,2,8,2,0,0,0,0,1,3,2,3,3,3,3,3,2,88,88,88,88,3,,,,,,,,1,,,11,幸福実現党,,,,,,,,,2,2,2,2,4,2,2,2,4,,,,,,,,,,,,,,,3,88,4,4,88,88,88,88,6,5,6,3,4,3,3,4,3,2,5,7,5,5,5,3,88,88,88,88,88,88,88,4,5,4,2,3,3,3,4,3,4,4,6,6,4,4,3,88,3,,,,,,,,,,,,,,,,,,,5,1,1,2,2,4,2,2,1,1,1,29,11
896,655,1,4,5,9,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,1,,,7,,,,,,,,,,2,3,3,3,3,3,2,2,4,,,,,,,,,,,,,,,4,4,5,4,4,4,5,5,6,4,4,4,4,4,4,4,4,2,,,,,,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,45,26
897,223,1,2,10,99,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,1,,,12,,,,1,,3,4,,,4,4,2,4,4,3,3,4,4,,,,,,,,,29,35,41,40,,,3,3,3,2,6,3,2,4,5,2,3,3,3,4,4,5,4,2,3,2,5,5,2,3,1,3,1,1,1,1,4,3,1,3,4,5,3,3,2,4,4,4,6,2,4,5,5,2,1,4,5,2,4,3,2,4,2,3,,,,,,,,,,,,,,,,,,,1,1,27,41
898,384,1,4,9,12,0,0,0,0,0,2,3,3,3,3,3,3,3,1,3,1,1,1,3,,,,,,,,1,,,12,,7,,,,,,,,88,88,88,88,88,88,88,88,88,,,,,,,,63,18,74,65,71,71,22,2,88,3,1,88,88,3,88,6,4,4,6,6,5,6,6,6,2,2,5,7,1,2,88,1,3,88,88,4,88,3,4,3,3,6,6,6,6,6,6,6,6,6,3,6,3,6,6,2,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,22,40
